Date,Hashrate,MVRV
2013-07-05,187.723538432058,1.754973631892351
2013-07-06,194.08704820941574,1.754973631892351
2013-07-07,200.4505579867735,1.754973631892351
2013-07-08,206.81406776413127,1.3558968122826822
2013-07-09,213.177577541489,1.3558968122826822
2013-07-10,208.97945922474725,1.3558968122826822
2013-07-11,204.78134090800552,1.5087479668151675
2013-07-12,200.58322259126376,1.5087479668151675
2013-07-13,196.385104274522,1.5087479668151675
2013-07-14,202.23764049462352,1.760495180329375
2013-07-15,208.090176714725,1.760495180329375
2013-07-16,213.9427129348265,1.760495180329375
2013-07-17,219.795249154928,1.8844222960406607
2013-07-18,228.24891258396374,1.8844222960406607
2013-07-19,236.7025760129995,1.8844222960406607
2013-07-20,245.15623944203526,1.772861599545367
2013-07-21,253.609902871071,1.772861599545367
2013-07-22,243.424801289423,1.772861599545367
2013-07-23,233.239699707775,1.7679141609659852
2013-07-24,223.05459812612702,1.7679141609659852
2013-07-25,212.869496544479,1.7679141609659852
2013-07-26,224.134488149935,1.7679141609659852
2013-07-27,235.39947975539098,1.8621639366437703
2013-07-28,246.664471360847,1.8621639366437703
2013-07-29,257.929462966303,1.8621639366437703
2013-07-30,267.25221463978374,1.894131440782144
2013-07-31,276.5749663132645,1.894131440782144
2013-08-01,285.89771798674525,1.894131440782144
2013-08-02,295.220469660226,2.0595366412310745
2013-08-03,309.24386424844624,2.0595366412310745
2013-08-04,323.26725883666654,2.0595366412310745
2013-08-05,337.2906534248868,1.9965862751842351
2013-08-06,351.314048013107,1.9965862751842351
2013-08-07,355.9610592302115,1.9965862751842351
2013-08-08,360.608070447316,2.0211128556313325
2013-08-09,365.2550816644205,2.0211128556313325
2013-08-10,369.902092881525,2.0211128556313325
2013-08-11,374.6697023425585,1.9453011684344488
2013-08-12,379.437311803592,1.9453011684344488
2013-08-13,384.2049212646255,1.9802611168287347
2013-08-14,388.972530725659,1.9802611168287347
2013-08-15,416.1248340068332,1.9802611168287347
2013-08-16,443.2771372880075,1.9802611168287347
2013-08-17,470.4294405691818,1.849742121482712
2013-08-18,497.581743850356,1.849742121482712
2013-08-19,504.5276818990285,1.849742121482712
2013-08-20,511.473619947701,1.860643036879916
2013-08-21,518.4195579963736,1.860643036879916
2013-08-22,525.365496045046,1.860643036879916
2013-08-23,527.2135906744311,1.9707202886519943
2013-08-24,529.061685303816,1.9707202886519943
2013-08-25,530.909779933201,1.9966378871997288
2013-08-26,532.757874562586,1.9966378871997288
2013-08-27,558.0883870034451,1.9966378871997288
2013-08-28,583.4188994443041,1.9966378871997288
2013-08-29,608.749411885163,2.096832116672904
2013-08-30,634.079924326022,2.096832116672904
2013-08-31,626.7259045851275,2.096832116672904
2013-09-01,619.371884844233,2.185974957355847
2013-09-02,612.0178651033385,2.185974957355847
2013-09-03,604.663845362444,2.3627732541551283
2013-09-04,629.597531961614,2.3627732541551283
2013-09-05,654.531218560784,2.3627732541551283
2013-09-06,679.464905159954,2.2168120890990397
2013-09-07,704.398591759124,2.2168120890990397
2013-09-08,745.4524974137967,2.2168120890990397
2013-09-09,786.5064030684695,2.139243567194116
2013-09-10,827.5603087231423,2.139243567194116
2013-09-11,868.614214377815,2.139243567194116
2013-09-12,907.6055559239187,2.1654474243654067
2013-09-13,946.5968974700224,2.1654474243654067
2013-09-14,985.5882390161262,2.1654474243654067
2013-09-15,1024.57958056223,2.2351758469080107
2013-09-16,1041.3759671288249,2.2351758469080107
2013-09-17,1058.17235369542,2.2351758469080107
2013-09-18,1074.968740262015,2.1989548951845466
2013-09-19,1091.76512682861,2.1989548951845466
2013-09-20,1128.157297722895,2.1989548951845466
2013-09-21,1164.54946861718,2.150940285614636
2013-09-22,1200.941639511465,2.150940285614636
2013-09-23,1237.33381040575,2.150940285614636
2013-09-24,1253.505429932895,2.117968443326194
2013-09-25,1269.67704946004,2.117968443326194
2013-09-26,1285.8486689871852,2.117968443326194
2013-09-27,1302.02028851433,2.120771517601936
2013-09-28,1339.0095012562151,2.120771517601936
2013-09-29,1375.9987139981,2.120771517601936
2013-09-30,1412.987926739985,2.16204496962931
2013-10-01,1449.97713948187,2.16204496962931
2013-10-02,1477.7190490382825,2.16204496962931
2013-10-03,1505.460958594695,2.160215925492769
2013-10-04,1533.2028681511074,2.160215925492769
2013-10-05,1560.94477770752,2.160215925492769
2013-10-06,1601.1804869255325,2.0574397296506555
2013-10-07,1641.416196143545,2.0574397296506555
2013-10-08,1681.6519053615575,2.0574397296506555
2013-10-09,1721.88761457957,2.074133037413211
2013-10-10,1830.0936668618924,2.074133037413211
2013-10-11,1938.299719144215,2.074133037413211
2013-10-12,2046.5057714265374,2.119694672887125
2013-10-13,2154.71182370886,2.119694672887125
2013-10-14,2211.611286633827,2.119694672887125
2013-10-15,2268.510749558795,2.183900587865028
2013-10-16,2325.4102124837627,2.183900587865028
2013-10-17,2382.30967540873,2.3282696937156344
2013-10-18,2455.509134709,2.3282696937156344
2013-10-19,2528.70859400927,2.3282696937156344
2013-10-20,2601.90805330954,2.7294046622079358
2013-10-21,2675.10751260981,2.7294046622079358
2013-10-22,2804.870190460285,2.7294046622079358
2013-10-23,2934.63286831076,2.8525986569983246
2013-10-24,3064.395546161235,2.8525986569983246
2013-10-25,3194.15822401171,3.059146724323231
2013-10-26,3158.370804008115,3.059146724323231
2013-10-27,3122.5833840045198,3.059146724323231
2013-10-28,3086.795964000925,2.5995015453085224
2013-10-29,3051.00854399733,2.5995015453085224
2013-10-30,3342.5061755894326,2.5995015453085224
2013-10-31,3634.003807181535,3.037889369700772
2013-11-01,3925.501438773638,3.037889369700772
2013-11-02,4216.99907036574,3.037889369700772
2013-11-03,4191.386731836753,2.812840463708764
2013-11-04,4165.774393307765,2.812840463708764
2013-11-05,4140.162054778778,2.812840463708764
2013-11-06,4114.54971624979,3.0026129906740846
2013-11-07,4152.647398807658,3.0026129906740846
2013-11-08,4190.745081365525,3.0026129906740846
2013-11-09,4228.842763923392,3.0026129906740846
2013-11-10,4266.94044648126,3.7331468463412776
2013-11-11,4273.2900602409045,3.7331468463412776
2013-11-12,4279.639674000549,3.7331468463412776
2013-11-13,4285.989287760195,3.912688223516298
2013-11-14,4292.33890151984,3.912688223516298
2013-11-15,4461.453658565292,3.912688223516298
2013-11-16,4630.568415610745,4.353288913737646
2013-11-17,4799.683172656198,4.353288913737646
2013-11-18,4968.79792970165,4.353288913737646
2013-11-19,4983.94670387757,4.661511186991415
2013-11-20,4999.09547805349,4.661511186991415
2013-11-21,5014.2442522294095,4.661511186991415
2013-11-22,5029.39302640533,4.661511186991415
2013-11-23,5014.2442522294095,5.374796263379018
2013-11-24,4999.09547805349,5.374796263379018
2013-11-25,4983.94670387757,5.374796263379018
2013-11-26,4968.79792970165,5.423421657032731
2013-11-27,5133.216706825167,5.423421657032731
2013-11-28,5297.635483948685,5.423421657032731
2013-11-29,5462.054261072202,5.423421657032731
2013-11-30,5626.47303819572,5.120351269392248
2013-12-01,5775.926228272795,5.120351269392248
2013-12-02,5925.37941834987,5.120351269392248
2013-12-03,6074.832608426945,4.899100872053019
2013-12-04,6224.28579850402,4.899100872053019
2013-12-05,6241.86852674838,4.899100872053019
2013-12-06,6259.45125499274,4.78481398133126
2013-12-07,6277.0339832371,4.78481398133126
2013-12-08,6294.61671148146,4.78481398133126
2013-12-09,6594.868734648209,3.0111703047059004
2013-12-10,6895.12075781496,3.0111703047059004
2013-12-11,7195.37278098171,3.0111703047059004
2013-12-12,7495.62480414846,3.866785298191744
2013-12-13,7800.416776606305,3.866785298191744
2013-12-14,8105.20874906415,3.866785298191744
2013-12-15,8410.000721521996,3.488386647172081
2013-12-16,8714.79269397984,3.488386647172081
2013-12-17,8816.390018132455,3.488386647172081
2013-12-18,8917.987342285069,2.6887539775913307
2013-12-19,9019.584666437684,2.6887539775913307
2013-12-20,9121.1819905903,2.6887539775913307
2013-12-21,9277.102926541374,2.68173744125428
2013-12-22,9433.02386249245,2.68173744125428
2013-12-23,9588.944798443525,2.68173744125428
2013-12-24,9744.8657343946,2.68173744125428
2013-12-25,9715.51372917052,2.435938406978455
2013-12-26,9686.16172394644,2.435938406978455
2013-12-27,9656.80971872236,2.435938406978455
2013-12-28,9627.45771349828,2.731325282449146
2013-12-29,10155.793807531709,2.731325282449146
2013-12-30,10684.129901565138,2.731325282449146
2013-12-31,11212.46599559857,2.738735405485909
2014-01-01,11740.802089632,2.738735405485909
2014-01-02,11978.69073526435,2.738735405485909
2014-01-03,12216.5793808967,2.738735405485909
2014-01-04,12454.46802652905,2.844212727659361
2014-01-05,12692.3566721614,2.844212727659361
2014-01-06,12709.984945317176,2.844212727659361
2014-01-07,12727.61321847295,3.2357500318883976
2014-01-08,12745.241491628725,3.2357500318883976
2014-01-09,12762.8697647845,3.2357500318883976
2014-01-10,14086.814542264075,2.9291966335430226
2014-01-11,15410.75931974365,2.9291966335430226
2014-01-12,16734.704097223228,2.9291966335430226
2014-01-13,18058.6488747028,3.1173960367502933
2014-01-14,16946.663106556076,3.1173960367502933
2014-01-15,15834.67733840935,3.1173960367502933
2014-01-16,14722.691570262625,2.8366265578562992
2014-01-17,13610.7058021159,2.8366265578562992
2014-01-18,14033.260394011675,2.8366265578562992
2014-01-19,14455.81498590745,2.8366265578562992
2014-01-20,14878.369577803223,2.7273456554134983
2014-01-21,15300.924169699,2.7273456554134983
2014-01-22,15701.6429319434,2.7273456554134983
2014-01-23,16102.361694187799,2.820021993834986
2014-01-24,16503.0804564322,2.820021993834986
2014-01-25,16903.7992186766,2.820021993834986
2014-01-26,16985.59179554115,2.677534510671241
2014-01-27,17067.3843724057,2.677534510671241
2014-01-28,17149.176949270248,2.677534510671241
2014-01-29,17230.9695261348,2.677534510671241
2014-01-30,17776.253371898572,2.5579200661260515
2014-01-31,18321.53721766235,2.5579200661260515
2014-02-01,18866.821063426127,2.5579200661260515
2014-02-02,19412.1049091899,2.6809737690119864
2014-02-03,19999.55133249635,2.6809737690119864
2014-02-04,20586.9977558028,2.6809737690119864
2014-02-05,21174.44417910925,2.6900363324788783
2014-02-06,21761.8906024157,2.6900363324788783
2014-02-07,21305.80307482015,2.6900363324788783
2014-02-08,20849.7155472246,2.6900363324788783
2014-02-09,20393.62801962905,2.4064104724013204
2014-02-10,19937.5404920335,2.4064104724013204
2014-02-11,21175.492352649973,2.4064104724013204
2014-02-12,22413.444213266448,2.2063403044367704
2014-02-13,23651.396073882926,2.2063403044367704
2014-02-14,24889.3479344994,2.2063403044367704
2014-02-15,25162.138875200428,2.2063403044367704
2014-02-16,25434.92981590145,1.9856120379216944
2014-02-17,25707.720756602474,1.9856120379216944
2014-02-18,25980.5116973035,1.9856120379216944
2014-02-19,25863.832752555125,2.012206699687192
2014-02-20,25747.15380780675,2.012206699687192
2014-02-21,25630.474863058374,2.012206699687192
2014-02-22,25513.79591831,1.8204910696025067
2014-02-23,26174.97660521745,1.8204910696025067
2014-02-24,26836.1572921249,1.8204910696025067
2014-02-25,27497.33797903235,1.8204910696025067
2014-02-26,28158.5186659398,1.8969514202117617
2014-02-27,28184.493542409647,1.8969514202117617
2014-02-28,28210.4684188795,1.8969514202117617
2014-03-01,28236.443295349352,1.8975793053205028
2014-03-02,28262.4181718192,1.8975793053205028
2014-03-03,28878.880313150825,1.8975793053205028
2014-03-04,29495.342454482452,1.8975793053205028
2014-03-05,30111.804595814076,2.097206201139934
2014-03-06,30728.2667371457,2.097206201139934
2014-03-07,30870.52723129915,2.097206201139934
2014-03-08,31012.7877254526,2.097206201139934
2014-03-09,31155.048219606047,2.04139271328976
2014-03-10,31297.3087137595,2.04139271328976
2014-03-11,30814.943422973225,2.04139271328976
2014-03-12,30332.57813218695,2.04139271328976
2014-03-13,29850.212841400673,1.93027726284842
2014-03-14,29367.8475506144,1.93027726284842
2014-03-15,29684.766768786474,1.93027726284842
2014-03-16,30001.68598695855,1.931539908322504
2014-03-17,30318.605205130625,1.931539908322504
2014-03-18,30635.5244233027,1.931539908322504
2014-03-19,32272.94038385855,1.931539908322504
2014-03-20,33910.3563444144,1.8902503420086256
2014-03-21,35547.77230497025,1.8902503420086256
2014-03-22,37185.1882655261,1.8902503420086256
2014-03-23,37720.14059969555,1.740590107106506
2014-03-24,38255.092933865,1.740590107106506
2014-03-25,38790.045268034446,1.740590107106506
2014-03-26,39324.9976022039,1.740590107106506
2014-03-27,38764.989724957326,1.7769459221343142
2014-03-28,38204.98184771075,1.7769459221343142
2014-03-29,37644.97397046417,1.7769459221343142
2014-03-30,37084.9660932176,1.4966306035428685
2014-03-31,40756.12884405627,1.4966306035428685
2014-04-01,44427.29159489495,1.4966306035428685
2014-04-02,48098.454345733626,1.4966306035428685
2014-04-03,51769.6170965723,1.411901170343141
2014-04-04,49930.995861605654,1.411901170343141
2014-04-05,48092.374626639,1.411901170343141
2014-04-06,46253.75339167235,1.377793493184712
2014-04-07,44415.1321567057,1.377793493184712
2014-04-08,44643.29208216823,1.377793493184712
2014-04-09,44871.45200763075,1.377793493184712
2014-04-10,45099.61193309328,1.387545678723155
2014-04-11,45327.7718585558,1.387545678723155
2014-04-12,48826.224048981254,1.387545678723155
2014-04-13,52324.676239406705,1.288861536891328
2014-04-14,55823.12842983215,1.288861536891328
2014-04-15,59321.5806202576,1.288861536891328
2014-04-16,58628.18157011355,1.288861536891328
2014-04-17,57934.7825199695,1.4438237774235736
2014-04-18,57241.38346982545,1.4438237774235736
2014-04-19,56547.9844196814,1.4438237774235736
2014-04-20,57588.7448691234,1.494762568266669
2014-04-21,58629.505318565396,1.494762568266669
2014-04-22,59670.2657680074,1.494762568266669
2014-04-23,60711.0262174494,1.494762568266669
2014-04-24,60017.1859178214,1.5251854668048968
2014-04-25,59323.3456181934,1.5251854668048968
2014-04-26,58629.505318565396,1.5251854668048968
2014-04-27,57935.6650189374,1.5251854668048968
2014-04-28,60156.22023255212,1.4267399227283264
2014-04-29,62376.77544616685,1.4267399227283264
2014-04-30,64597.330659781575,1.4267399227283264
2014-05-01,66817.8858733963,1.4267399227283264
2014-05-02,62542.336628521225,1.3842530140137277
2014-05-03,58266.78738364615,1.3842530140137277
2014-05-04,53991.23813877107,1.3842530140137277
2014-05-05,49715.688893896,1.3644397243729125
2014-05-06,53792.375383195475,1.3644397243729125
2014-05-07,57869.061872494945,1.3644397243729125
2014-05-08,61945.74836179442,1.3644397243729125
2014-05-09,66022.4348510939,1.351672192190338
2014-05-10,68221.3188927998,1.351672192190338
2014-05-11,70420.20293450571,1.351672192190338
2014-05-12,72619.0869762116,1.351672192190338
2014-05-13,74817.9710179175,1.402353552859331
2014-05-14,76248.31458149535,1.402353552859331
2014-05-15,77678.65814507319,1.402353552859331
2014-05-16,79109.00170865105,1.379326885617849
2014-05-17,80539.3452722289,1.379326885617849
2014-05-18,79989.21313239128,1.379326885617849
2014-05-19,79439.08099255365,1.379326885617849
2014-05-20,78888.94885271601,1.3900087959929666
2014-05-21,78338.8167128784,1.3900087959929666
2014-05-22,78374.92672357392,1.3900087959929666
2014-05-23,78411.03673426945,1.5310759281512092
2014-05-24,78447.14674496498,1.5310759281512092
2014-05-25,78483.2567556605,1.5310759281512092
2014-05-26,75884.47341938036,1.5310759281512092
2014-05-27,73285.6900831002,1.7056157766568685
2014-05-28,70686.90674682005,1.7056157766568685
2014-05-29,68088.1234105399,1.7056157766568685
2014-05-30,74325.20341761225,1.7056157766568685
2014-05-31,80562.2834246846,1.7565005200785506
2014-06-01,86799.36343175695,1.7565005200785506
2014-06-02,93036.4434388293,1.7565005200785506
2014-06-03,91400.92311017125,1.905942016557187
2014-06-04,89765.4027815132,1.905942016557187
2014-06-05,88129.88245285515,1.905942016557187
2014-06-06,86494.3621241971,1.905942016557187
2014-06-07,90731.41702555132,1.932357616017058
2014-06-08,94968.47192690555,1.932357616017058
2014-06-09,99205.52682825978,1.932357616017058
2014-06-10,103442.581729614,1.932357616017058
2014-06-11,103296.476388188,1.9531223739780332
2014-06-12,103150.37104676201,1.9531223739780332
2014-06-13,103004.265705336,1.9531223739780332
2014-06-14,102858.16036391,1.6983877419122009
2014-06-15,105585.83098758326,1.6983877419122009
2014-06-16,108313.5016112565,1.6983877419122009
2014-06-17,111041.17223492975,1.6983877419122009
2014-06-18,113768.842858603,1.728532098634308
2014-06-19,117616.90666117326,1.728532098634308
2014-06-20,121464.9704637435,1.728532098634308
2014-06-21,125313.03426631376,1.7502398036065625
2014-06-22,129161.098068884,1.7502398036065625
2014-06-23,125480.34138816451,1.7502398036065625
2014-06-24,121799.584707445,1.737247229846445
2014-06-25,118118.8280267255,1.737247229846445
2014-06-26,114438.071346006,1.737247229846445
2014-06-27,111955.12380687725,1.6268902828307854
2014-06-28,109472.1762677485,1.6268902828307854
2014-06-29,106989.22872861975,1.6268902828307854
2014-06-30,104506.281189491,1.6268902828307854
2014-07-01,111821.7208727555,1.715263637035643
2014-07-02,119137.16055602001,1.715263637035643
2014-07-03,126452.60023928451,1.715263637035643
2014-07-04,133768.039922549,1.715263637035643
2014-07-05,134186.065047307,1.8572827690010063
2014-07-06,134604.090172065,1.8572827690010063
2014-07-07,135022.115296823,1.8572827690010063
2014-07-08,135440.140421581,1.8572827690010063
2014-07-09,136067.17810871775,1.804336748629787
2014-07-10,136694.2157958545,1.804336748629787
2014-07-11,137321.25348299125,1.804336748629787
2014-07-12,137948.291170128,1.804336748629787
2014-07-13,139010.179272283,1.7614934528578423
2014-07-14,140072.067374438,1.7614934528578423
2014-07-15,141133.955476593,1.7614934528578423
2014-07-16,142195.843578748,1.7675910239279025
2014-07-17,143273.084817981,1.7675910239279025
2014-07-18,144350.326057214,1.7675910239279025
2014-07-19,145427.567296447,1.7675910239279025
2014-07-20,146504.80853568,1.786318459956579
2014-07-21,141980.3953309015,1.786318459956579
2014-07-22,137455.982126123,1.786318459956579
2014-07-23,132931.5689213445,1.786318459956579
2014-07-24,128407.155716566,1.7597710239786148
2014-07-25,127972.74788738,1.7597710239786148
2014-07-26,127538.34005819401,1.7597710239786148
2014-07-27,127103.932229008,1.7597710239786148
2014-07-28,126669.524399822,1.6986891246525246
2014-07-29,130627.9470373165,1.6986891246525246
2014-07-30,134586.369674811,1.6986891246525246
2014-07-31,138544.79231230548,1.6986891246525246
2014-08-01,142503.2149498,1.6470861942899622
2014-08-02,137613.39875054226,1.6470861942899622
2014-08-03,132723.5825512845,1.6470861942899622
2014-08-04,127833.76635202675,1.6632949285727348
2014-08-05,122943.950152769,1.6632949285727348
2014-08-06,134626.092953766,1.6632949285727348
2014-08-07,146308.235754763,1.6632949285727348
2014-08-08,157990.37855576002,1.6298651431051283
2014-08-09,169672.521356757,1.6298651431051283
2014-08-10,165749.457279144,1.6298651431051283
2014-08-11,161826.393201531,1.6298651431051283
2014-08-12,157903.329123918,1.6481295871905093
2014-08-13,153980.265046305,1.6481295871905093
2014-08-14,155941.7970851115,1.6481295871905093
2014-08-15,157903.329123918,1.5356666457584234
2014-08-16,159864.8611627245,1.5356666457584234
2014-08-17,161826.393201531,1.5356666457584234
2014-08-18,171153.44392920376,1.5356666457584234
2014-08-19,180480.4946568765,1.4343838701522384
2014-08-20,189807.54538454924,1.4343838701522384
2014-08-21,199134.596112222,1.4343838701522384
2014-08-22,189059.333808925,1.4330894690289564
2014-08-23,178984.071505628,1.4330894690289564
2014-08-24,168908.809202331,1.4330894690289564
2014-08-25,158833.546899034,1.4330894690289564
2014-08-26,168316.14671390175,1.4058380859479689
2014-08-27,177798.7465287695,1.4058380859479689
2014-08-28,187281.34634363724,1.4058380859479689
2014-08-29,196763.946158505,1.4058380859479689
2014-08-30,196317.53541746998,1.4395892373484191
2014-08-31,195871.124676435,1.4395892373484191
2014-09-01,195424.7139354,1.4395892373484191
2014-09-02,194978.303194365,1.3898897105157983
2014-09-03,203500.08218013274,1.3898897105157983
2014-09-04,212021.86116590048,1.3898897105157983
2014-09-05,220543.64015166825,1.3898897105157983
2014-09-06,229065.419137436,1.348132775018395
2014-09-07,224974.9652242675,1.348132775018395
2014-09-08,220884.511311099,1.348132775018395
2014-09-09,216794.05739793048,1.348132775018395
2014-09-10,212703.603484762,1.3421106351851697
2014-09-11,222548.575868049,1.3421106351851697
2014-09-12,232393.54825133597,1.3421106351851697
2014-09-13,242238.52063462298,1.349549544222309
2014-09-14,252083.49301791,1.349549544222309
2014-09-15,257644.15830507,1.349549544222309
2014-09-16,263204.82359223,1.349549544222309
2014-09-17,268765.48887939,1.3366968948170894
2014-09-18,274326.15416655,1.3366968948170894
2014-09-19,263946.2456305183,1.3366968948170894
2014-09-20,253566.33709448652,1.2243259771906956
2014-09-21,243186.42855845476,1.2243259771906956
2014-09-22,232806.520022423,1.2243259771906956
2014-09-23,239649.22828998676,1.2243259771906956
2014-09-24,246491.9365575505,1.1419003868403814
2014-09-25,253334.64482511426,1.1419003868403814
2014-09-26,260177.353092678,1.1419003868403814
2014-09-27,260608.110299785,1.1419003868403814
2014-09-28,261038.867506892,1.1718785888265004
2014-09-29,261469.624713999,1.1718785888265004
2014-09-30,261900.381921106,1.1718785888265004
2014-10-01,258023.56705714224,1.1718785888265004
2014-10-02,254146.75219317852,1.0808978810104335
2014-10-03,250269.93732921476,1.0808978810104335
2014-10-04,246393.122465251,1.0808978810104335
2014-10-05,241224.035979966,1.0808978810104335
2014-10-06,236054.949494681,1.0274320852187635
2014-10-07,230885.863009396,1.0274320852187635
2014-10-08,225716.776524111,1.0274320852187635
2014-10-09,233666.946704421,0.9732841768418292
2014-10-10,241617.116884731,0.9732841768418292
2014-10-11,249567.287065041,0.9732841768418292
2014-10-12,257517.457245351,0.9732841768418292
2014-10-13,258387.44865496375,1.0615861531377888
2014-10-14,259257.4400645765,1.0615861531377888
2014-10-15,260127.43147418924,1.0615861531377888
2014-10-16,260997.422883802,1.0615861531377888
2014-10-17,255777.474426126,1.1640430725283513
2014-10-18,250557.52596845,1.1640430725283513
2014-10-19,245337.57751077402,1.1640430725283513
2014-10-20,240117.629053098,1.1640430725283513
2014-10-21,252984.09891497425,1.1456811658272466
2014-10-22,265850.56877685053,1.1456811658272466
2014-10-23,278717.03863872675,1.1456811658272466
2014-10-24,291583.508500603,1.1456811658272466
2014-10-25,285769.7268893945,1.085903308304556
2014-10-26,279955.945278186,1.085903308304556
2014-10-27,274142.1636669775,1.085903308304556
2014-10-28,268328.382055769,1.085903308304556
2014-10-29,272800.5217566985,1.0445587369273184
2014-10-30,277272.661457628,1.0445587369273184
2014-10-31,281744.8011585575,1.0445587369273184
2014-11-01,286216.940859487,1.0228537875943362
2014-11-02,293411.0627537985,1.0228537875943362
2014-11-03,300605.18464811,1.0228537875943362
2014-11-04,307799.3065424215,1.0228537875943362
2014-11-05,314993.428436733,0.9676981953303436
2014-11-06,304657.70656615274,0.9676981953303436
2014-11-07,294321.9846955725,0.9676981953303436
2014-11-08,283986.2628249923,0.9676981953303436
2014-11-09,273650.540954412,1.0317404128720904
2014-11-10,277095.78157793876,1.0317404128720904
2014-11-11,280541.0222014655,1.0317404128720904
2014-11-12,283986.26282499224,1.0317404128720904
2014-11-13,287431.503448519,1.0941196638345652
2014-11-14,290384.5668401135,1.0941196638345652
2014-11-15,293337.630231708,1.0941196638345652
2014-11-16,296290.6936233025,1.0941196638345652
2014-11-17,299243.757014897,1.169603795266208
2014-11-18,286535.9043453065,1.169603795266208
2014-11-19,273828.051675716,1.169603795266208
2014-11-20,261120.1990061255,1.169603795266208
2014-11-21,248412.346336535,1.1162810031232364
2014-11-22,250415.67171021676,1.1162810031232364
2014-11-23,252418.99708389852,1.1162810031232364
2014-11-24,254422.32245758025,1.1162810031232364
2014-11-25,256425.647831262,1.060068088661837
2014-11-26,267944.768729932,1.060068088661837
2014-11-27,279463.889628602,1.060068088661837
2014-11-28,290983.010527272,1.060068088661837
2014-11-29,302502.131425942,1.0983831634528745
2014-11-30,287477.191123329,1.0983831634528745
2014-12-01,272452.250820716,1.0983831634528745
2014-12-02,257427.310518103,1.0983831634528745
2014-12-03,242402.37021549,1.1356919026046035
2014-12-04,242459.63276033825,1.1356919026046035
2014-12-05,242516.8953051865,1.1356919026046035
2014-12-06,242574.15785003474,1.1356919026046035
2014-12-07,242631.420394883,1.124358811433303
2014-12-08,254066.9176675925,1.124358811433303
2014-12-09,265502.41494030197,1.124358811433303
2014-12-10,276937.91221301147,1.124358811433303
2014-12-11,288373.409485721,1.0970511212764429
2014-12-12,292350.97375448974,1.0970511212764429
2014-12-13,296328.53802325844,1.0970511212764429
2014-12-14,300306.1022920272,1.0970511212764429
2014-12-15,304283.666560796,1.0806377179126705
2014-12-16,289017.7457892872,1.0806377179126705
2014-12-17,273751.8250177785,1.0806377179126705
2014-12-18,258485.90424626973,1.0806377179126705
2014-12-19,243219.983474761,0.9977579672097734
2014-12-20,261853.772531295,0.9977579672097734
2014-12-21,280487.56158782897,0.9977579672097734
2014-12-22,299121.350644363,0.9977579672097734
2014-12-23,317755.139700897,0.9900849467831953
2014-12-24,316774.4139610795,0.9900849467831953
2014-12-25,315793.68822126195,0.9900849467831953
2014-12-26,314812.96248144447,0.9900849467831953
2014-12-27,313832.236741627,0.998529800844056
2014-12-28,313659.7497915572,0.998529800844056
2014-12-29,313487.2628414875,0.998529800844056
2014-12-30,313314.77589141775,0.998529800844056
2014-12-31,313142.288941348,0.9851140331904468
2015-01-01,318698.0392290172,0.9851140331904468
2015-01-02,324253.78951668646,0.9851140331904468
2015-01-03,329809.53980435577,0.9876473759905126
2015-01-04,335365.290092025,0.9876473759905126
2015-01-05,319708.1756449575,0.9876473759905126
2015-01-06,304051.06119788997,0.9876473759905126
2015-01-07,288393.9467508225,0.8545103957873108
2015-01-08,272736.832303755,0.8545103957873108
2015-01-09,294172.194479534,0.8545103957873108
2015-01-10,315607.556655313,0.8545103957873108
2015-01-11,337042.918831092,0.9149862770934372
2015-01-12,358478.281006871,0.9149862770934372
2015-01-13,350281.36909360427,0.9149862770934372
2015-01-14,342084.4571803375,0.9149862770934372
2015-01-15,333887.54526707076,0.7506350303556547
2015-01-16,325690.633353804,0.7506350303556547
2015-01-17,309843.27032148803,0.7506350303556547
2015-01-18,293995.907289172,0.7506350303556547
2015-01-19,278148.54425685597,0.6524826594097882
2015-01-20,262301.18122454,0.6524826594097882
2015-01-21,262847.64201875776,0.6524826594097882
2015-01-22,263394.1028129755,0.6524826594097882
2015-01-23,263940.56360719324,0.7239352625802574
2015-01-24,264487.024401411,0.7239352625802574
2015-01-25,279406.85304401425,0.7239352625802574
2015-01-26,294326.6816866175,0.7239352625802574
2015-01-27,309246.51032922074,0.7239352625802574
2015-01-28,324166.338971824,0.8612096087268553
2015-01-29,330321.3960409092,0.8612096087268553
2015-01-30,336476.45310999453,0.8612096087268553
2015-01-31,342631.5101790798,0.8612096087268553
2015-02-01,348786.567248165,0.7636273823158233
2015-02-02,336989.37453241827,0.7636273823158233
2015-02-03,325192.1818166715,0.7636273823158233
2015-02-04,313394.98910092475,0.7636273823158233
2015-02-05,301597.796385178,0.7753287340626764
2015-02-06,311831.61245581973,0.7753287340626764
2015-02-07,322065.4285264615,0.7753287340626764
2015-02-08,332299.2445971033,0.7302879216768813
2015-02-09,342533.060667745,0.7302879216768813
2015-02-10,334245.9704902995,0.7302879216768813
2015-02-11,325958.880312854,0.7302879216768813
2015-02-12,317671.7901354085,0.7283169062393788
2015-02-13,309384.699957963,0.7283169062393788
2015-02-14,317671.7901354085,0.7283169062393788
2015-02-15,325958.880312854,0.7283169062393788
2015-02-16,334245.9704902995,0.8272733617516527
2015-02-17,342533.060667745,0.8272733617516527
2015-02-18,333141.02513330674,0.8272733617516527
2015-02-19,323748.98959886853,0.8272733617516527
2015-02-20,314356.95406443026,0.8034661484235605
2015-02-21,304964.918529992,0.8034661484235605
2015-02-22,319230.71333138074,0.8034661484235605
